Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Arne,Thorsen,Halvorsenlunden 4,Ritasund,5606,Norge,NO,19460523-1923,+47,06293684,1946-05-23,True
Marianne,Nilsson,Trädgårdstorget 5,Varberg,18728,Sverige,SE,19610712-2707,+46,08-85 59 35,1961-07-12,True
Inga,Bergström,Skolstigen 6,Lund,80858,Sverige,SE,19620324-8917,+46,0238-75 48 81,1962-03-24,True
Ingrid,Johansson,Backgatan 37,Alingsås,89167,Sverige,SE,19830224-8196,+46,058-15 77 91,1983-02-24,True
Viktoria,Eriksson,Skolvägen 44,Lund,25632,Sverige,SE,19810503-8632,+46,0212-589 87,1981-05-03,True
Tore,Andersson,Aspgatan 67,Växjö,84985,Sverige,SE,19890419-2484,+46,0662-84 88 15,1989-04-19,True
Mikael,Persson,Nygränd 54,Piteå,79892,Sverige,SE,19720915-9015,+46,043-70 86 60,1972-09-15,True
Sara,Bengtsson,Parkgränd 99,Borås,84469,Sverige,SE,19520417-1056,+46,+46 (0)30 39 62 40,1952-04-17,True
Marko,Soininen,Birger Kaipiaisen kuja 17,Simo,66261,Finland,FI,19890118-757C,+358,+358717360458,1989-01-18,True
Johanna,Ahonen,Salamakuja 28,Ruovesi,79386,Finland,FI,19650205-344H,+358,099 196 7274,1965-02-05,True
Torsten,Nyberg,Skogsvägen 6,Borås,66014,Sverige,SE,19631014-0961,+46,+46 (0)717 895 82,1963-10-14,True
Hans,Pettersson,Ängsvägen 974,Sandviken,59690,Sverige,SE,19421113-5060,+46,08-276 825 63,1942-11-13,True
Øystein,Nygård,Ruudløkka 4,Berg,4430,Norge,NO,19990820-5817,+47,66 17 87 60,1999-08-20,True
Marte,Andersen,Sandvikvika 3,Fredriksen,7685,Norge,NO,19600114-2678,+47,27 86 43 66,1960-01-14,True
Liv,Thomassen,Haugtunet 2,Thormark,1390,Norge,NO,19790629-8035,+47,+4788767565,1979-06-29,True
Bengt,Bergström,Skolvägen 082,Kalmar,23630,Sverige,SE,19911010-6032,+46,+46 (0)87 45 40 79,1991-10-10,True
Margareta,Isaksson,Ängsgränd 627,Piteå,84415,Sverige,SE,19750326-5976,+46,+46 (0)8 426 349 54,1975-03-26,True
Jan,Jönsson,Björktorget 3,Trelleborg,63273,Sverige,SE,19871216-1768,+46,+46 (0)8 690 676 41,1987-12-16,True
Viola,Eriksson,Storstigen 73,Halmstad,33697,Sverige,SE,19560121-8861,+46,08-652 791 91,1956-01-21,True
Susan,Rodgers,Erica Mill 61062,Odonnellland,46604,Norge,DK,19540219-3093,+45,(548)569-7127x49643,1954-02-19,True
Petteri,Lahti,Kimmonbulevardi 0,Äänekoski,75612,Finland,FI,19961029-0441,+358,(+358) 903912287,1996-10-29,True
Stig,Strøm,Edvardsengata 030,Sigridstad,3201,Norge,NO,19990912-3385,+47,77725796,1999-09-12,True
Peter,Blomqvist,Parkvägen 206,Uddevalla,17614,Sverige,SE,19990627-4133,+46,0784-31 89 82,1999-06-27,True
Helene,Lie,Berggata 4,Erlingø,4119,Norge,NO,19930527-2081,+47,93811425,1993-05-27,True
Nils,Karlsson,Ängsgatan 54,Kristianstad,17862,Sverige,SE,19770830-1983,+46,+46 (0)87 31 62 98,1977-08-30,True
Anne,Karlsson,Parkstigen 152,Östersund,77344,Sverige,SE,19870224-6813,+46,08-825 714 90,1987-02-24,True
Charlotta,Ljungberg,Nygränd 4,Skövde,69151,Sverige,SE,19410531-7542,+46,0205-104 10,1941-05-31,True
Barbro,Mårtensson,Furugatan 877,Uddevalla,68985,Sverige,SE,19880712-1973,+46,+46 (0)8 308 730 52,1988-07-12,True
Jenny,Petersson,Skolvägen 5,Alingsås,25556,Sverige,SE,19570119-5249,+46,0743-68 48 09,1957-01-19,True
Peter,Sundin,Järnvägsstigen 696,Alingsås,76791,Sverige,SE,19791114-8649,+46,08-35 20 25,1979-11-14,True
Magne,Jørgensen,Hellandløkka 16,Holm,6526,Norge,NO,19931115-5225,+47,35602946,1993-11-15,True
Knut,Haugland,Bergestranda 909,Sofiebø,8514,Norge,NO,19580501-8796,+47,426 91 556,1958-05-01,True
Marte,Hauge,Evensenrøa 7A,Danielsund,4472,Norge,NO,19551014-6606,+47,91647243,1955-10-14,True
Birgitta,Henriksson,Furugatan 7,Sundsvall,40685,Sverige,SE,19410121-1765,+46,+46 (0)19 65 11 51,1941-01-21,True
Britt,Haugen,Nguyenhagen 972,Randistad,6638,Norge,NO,19680322-1533,+47,32481858,1968-03-22,True
Jesper,Karlsson,Industrivägen 3,Växjö,39134,Sverige,SE,19630708-2849,+46,059-800 96 25,1963-07-08,True
Angela,Richardson,Janet Overpass 99427,Jenniferfort,33309,Danmark,DK,19470823-0858,+45,2392634138,1947-08-23,True
Eric,Martin,Owens Run 4235,Katherinemouth,32327,Danmark,DK,19430705-9242,+45,001-422-658-4492x629,1943-07-05,True
Linnéa,Eriksson,Parkstigen 270,Jönköping,87085,Sverige,SE,19480505-0198,+46,+46 (0)8 567 139 76,1948-05-05,True
Gösta,Fredriksson,Kyrktorget 85,Borlänge,51224,Sverige,SE,19541221-8501,+46,+46 (0)95 57 87 93,1954-12-21,True
Kristoffer,Rasmussen,Andreassenmyra 8,Unnisjøen,2881,Norge,NO,19691120-5772,+47,+4778551083,1969-11-20,True
Marie,Ericsson,Aspgatan 665,Jönköping,59071,Sverige,SE,19511206-4006,+46,+46 (0)36 20 97 05,1951-12-06,False
Eva,Samuelsson,Skolvägen 9,Gävle,14492,Sverige,SE,19981009-7278,+46,0389-30 27 68,1998-10-09,True
Megan,Robinson,Heather Station 67996,Port Cody,29181,Danmark,DK,19511109-5740,+45,+1-441-605-1767,1951-11-09,False
Britt,Karlsen,Fredriksenhaugen 2,Oddsund,8861,Norge,NO,19540929-0580,+47,964 13 386,1954-09-29,True
Alice,Fransson,Parkvägen 160,Mölndal,73280,Sverige,SE,19550506-2888,+46,078-18 20 59,1955-05-06,True
Elsa,Hansen,Järnvägsgatan 701,Ängelholm,17129,Sverige,SE,19880615-2903,+46,+46 (0)8 738 324 55,1988-06-15,True
Karin,Johansson,Stationsgatan 408,Trelleborg,37215,Sverige,SE,19641111-1938,+46,098-59 94 77,1964-11-11,True
Jani,Hakala,Disankuja 8,Jomala,93860,Finland,FI,19780616-4325,+358,+358 85 4485226,1978-06-16,True
Randi,Paulsen,Nygårdvika 6C,Vik,1665,Norge,NO,19920831-0094,+47,15 96 17 73,1992-08-31,True
Line,Jenssen,Berghøgda 4B,Nygård,5654,Norge,NO,19911007-6847,+47,98686832,1991-10-07,True
Helena,Lindqvist,Genvägen 3,Örebro,32560,Sverige,SE,19610416-2536,+46,+46 (0)8 227 129 94,1961-04-16,True
Ida,Strand,Parktorget 7,Karlskoga,67063,Sverige,SE,19790929-7244,+46,+46 (0)866 675 96,1979-09-29,True
Peter,Henriksson,Strandvägen 51,Örebro,24676,Sverige,SE,19670310-0134,+46,053-34 21 47,1967-03-10,True
Elizabeth,Spence,Elizabeth Cliff 95489,North Katrina,32008,Danmark,DK,19570701-2537,+45,+1-405-308-1760x1570,1957-07-01,True
Gunnar,Nilsen,Myklebusthagen 8,Andreassen,7857,Norge,NO,19790511-7381,+47,+4745820463,1979-05-11,True
Markus,Nilsen,Hagenstykket 3A,Tveit,0341,Norge,NO,19710912-3234,+47,93 41 34 49,1971-09-12,True
Urban,Eriksson,Storgränd 00,Stockholm,28888,Sverige,SE,19660905-5763,+46,034-591 89 92,1966-09-05,True
Sara,Vik,Gulbrandsentoppen 5,Andreasstad,4829,Norge,NO,19571013-4222,+47,94 13 10 04,1957-10-13,True
Finn,Antonsen,Isaksengrenda 4,Gunnarfjord,3383,Norge,NO,19770902-2525,+47,+47 24 97 06 96,1977-09-02,True
Mathias,Sandvik,Nygårdskrenten 776,Trineborg,3548,Norge,NO,19951024-3285,+47,46 41 68 34,1995-10-24,True
Gun,Jansson,Parkgränd 1,Västerås,64936,Sverige,SE,19931106-1525,+46,08-305 88 99,1993-11-06,True
Adam,Rich,Jacob Circles 232,Cassandraport,36966,Danmark,DK,19780627-7351,+45,(597)744-9333,1978-06-27,True
Carl,Ek,Åkerstigen 984,Umeå,88482,Sverige,SE,19441212-5345,+46,+46 (0)12 54 41 19,1944-12-12,True
Per,Andersson,Skogsgatan 83,Västerås,93429,Sverige,SE,19570531-8343,+46,0598-783 34,1957-05-31,True
Sune,Eriksson,Stationsvägen 6,Borås,43976,Sverige,SE,19570126-8414,+46,087-42 93 86,1957-01-26,True
Erik,Hedlund,Industrigatan 2,Malmö,96811,Sverige,SE,19820415-6780,+46,0532-476 98,1982-04-15,True
Clarence,Washington,Mathews Club 59759,South Emma,98749,Danmark,DK,19720131-7404,+45,+1-389-328-4200x989,1972-01-31,True
Bertil,Malmberg,Idrottsgatan 44,Västerås,17395,Sverige,SE,19831105-4420,+46,025-879 01 51,1983-11-05,True
Elisabet,Karlsson,Skolgränd 5,Eskilstuna,59030,Sverige,SE,19720524-1522,+46,095-006 82 65,1972-05-24,True
Stig,Nilsson,Strandstigen 0,Nyköping,89145,Sverige,SE,19611128-8350,+46,+46 (0)8 364 556 02,1961-11-28,True
Kjell,Næss,Tveitmyra 8,Bøe,7187,Norge,NO,19440527-9766,+47,+47 82 04 82 45,1944-05-27,True
Stig,Lindström,Granvägen 63,Kalmar,30842,Sverige,SE,19800826-3852,+46,+46 (0)8 515 236 31,1980-08-26,True
Kristian,Boström,Skogsgatan 8,Gävle,28630,Sverige,SE,19990825-7749,+46,+46 (0)031 188 82,1999-08-25,True
Margareta,Gustafsson,Furutorget 40,Luleå,61951,Sverige,SE,19921008-5735,+46,0260-364 71,1992-10-08,True
Cecilia,Strömberg,Parkvägen 694,Mölndal,97135,Sverige,SE,19461022-5086,+46,0363-03 18 83,1946-10-22,True
Brenda,Sanchez,Leonard Stream 8498,East Lisabury,69896,Danmark,DK,19730808-0680,+45,+1-519-633-3736,1973-08-08,True
Stephanie,Holden,Kevin Courts 1339,Baldwinberg,27002,Danmark,DK,19501016-7001,+45,4995622720,1950-10-16,True
Taneli,Ojala,Graniittikatu 521,Hamina,84570,Finland,FI,19810109-7113,+358,0367549315,1981-01-09,True
Maria,Kurki,Jättiläisenkatu 6,Eurajoki,36999,Finland,FI,19870108-547T,+358,+358 56 4093929,1987-01-08,True
Ingela,Eriksson,Björkvägen 51,Helsingborg,67265,Sverige,SE,19660326-6644,+46,0750-119 19,1966-03-26,True
Kenneth,Johansson,Industrivägen 4,Helsingborg,46781,Sverige,SE,19880823-6543,+46,033-144 61 58,1988-08-23,True
Unni,Iversen,Halvorsenekra 5,Ceciliemark,0721,Norge,NO,20000227-2392,+47,+47 60 62 20 53,2000-02-27,True
Torill,Hanssen,Auneengen 8,Thorsen,5736,Norge,NO,19800206-8730,+47,994 09 664,1980-02-06,True
Veli,Lehtinen,Salamapolku 2,Tammela,41312,Finland,FI,19550623-431V,+358,+358 99 2095262,1955-06-23,True
Juhani,Suhonen,Capellan puistotie 38,Kurikka,79308,Finland,FI,19500123-742Y,+358,0162989552,1950-01-23,True
Bo,Karlsson,Ektorget 302,Örnsköldsvik,30762,Sverige,SE,19751018-6154,+46,010-17 24 23,1975-10-18,True
Margit,Andersson,Skolstigen 5,Lidköping,12850,Sverige,SE,19600423-2904,+46,08-563 08 65,1960-04-23,True
Johan,Sjöström,Parkvägen 515,Eskilstuna,23539,Sverige,SE,20000412-6485,+46,+46 (0)8 478 397 09,2000-04-12,True
Ruth,Knutsen,Birkelandløkka 96D,Moen,5499,Norge,NO,19400210-9380,+47,45571215,1940-02-10,True
Mattias,Nilsson,Strandstigen 358,Varberg,56717,Sverige,SE,19430108-4481,+46,055-228 84 76,1943-01-08,True
Dawn,Lee,Barnes Path 83358,North Bruceport,73844,Danmark,DK,19500824-9032,+358,(222)577-5861x8382,1950-08-24,True
Douglas,Wilkins,Albert Grove 2920,Michelefurt,49195,Danmark,DK,19850311-8194,+45,558.602.8718,1985-03-11,True
Stig,Sundberg,Kyrkovägen 4,Sundsvall,80627,Sverige,SE,19730217-8361,+46,057-95 37 94,1973-02-17,True
Kaitlyn,Nguyen,Martin Mill 65091,Trujillofort,94422,Danmark,DK,19960726-3782,+45,001-294-597-3984,1996-07-26,True
Karin,Karlsson,Skolgatan 448,Varberg,44409,Sverige,SE,19680110-9140,+46,08-849 920 11,1968-01-10,True
Hanne,Antonsen,Simonsenløkka 279,Frankby,3219,Norge,NO,19600425-3179,+47,419 25 185,1960-04-25,True
Hugo,Johansson,Grangränd 0,Göteborg,55487,Sverige,SE,19520809-6562,+46,08-241 31 42,1952-08-09,True
Olof,Andersson,Genstigen 473,Ängelholm,46028,Sverige,SE,19680531-8735,+46,08-020 199 40,1968-05-31,True
Margareta,Söderström,Gengränd 012,Lidingö,42387,Sverige,SE,19830310-7475,+46,+46 (0)729 108 97,1983-03-10,True
Kevin,Jennings,Stephanie Brook 38601,East Taraberg,66427,Danmark,DK,19641107-5162,+45,494.637.8128x27299,1964-11-07,True
Robert,Blake,Heather Trail 3213,West Michael,88630,Danmark,DK,19880316-3121,+45,530.787.4164x4702,1988-03-16,True
Ingemar,Jonsson,Gengatan 45,Göteborg,63654,Sverige,SE,19661102-1857,+46,08-106 19 31,1966-11-02,True
Charles,Weaver,Sara Curve 171,Lindsaymouth,91049,Danmark,DK,19840915-0708,+45,(748)432-3351,1984-09-15,True
Jens,Lie,Rønninggjerdet 2,Magnestrøm,0691,Norge,NO,19551010-0533,+47,45869666,1955-10-10,True
Nicole,Smith,Nichole Inlet 1493,Kevintown,22818,Danmark,DK,19980505-8000,+45,6567152941,1998-05-05,True
Tomi,Erkkilä,Orvokkipolku 26,Utajärvi,56395,Finland,FI,19440317-282H,+358,(+358) 536147778,1944-03-17,True
Andrea,Strand,Halvorsenskogen 96,Maystrøm,0484,Norge,NO,19830920-2068,+47,977 23 580,1983-09-20,True
Mona,Johansson,Fabrikstorget 860,Varberg,39097,Sverige,SE,19520220-5804,+46,08-54 27 79,1952-02-20,True
Antero,Järvinen,Willebrandinpolku 22,Kuopio,76549,Finland,FI,19670213-702S,+358,+358 68 4660940,1967-02-13,True
Margareta,Karlsson,Björktorget 98,Piteå,44107,Sverige,SE,19550116-3254,+46,08-06 48 73,1955-01-16,True
Linda,Hirvonen,Puuskakatu 962,Veteli,27595,Finland,FI,19670623-574T,+358,0119004371,1967-06-23,True
Daniel,Danielsson,Idrottsvägen 30,Karlskoga,19690,Sverige,SE,19971103-0697,+46,+46 (0)806 396 80,1997-11-03,True
Petter,Hallberg,Villastigen 8,Västerås,97575,Sverige,SE,19980201-2376,+46,08-988 343 11,1998-02-01,True
Ingegerd,Jansson,Björkgränd 8,Lidköping,93251,Sverige,SE,19401026-1850,+46,+46 (0)8 237 131 48,1940-10-26,True
Ulf,Persson,Villagatan 35,Luleå,27486,Sverige,SE,19451202-6325,+46,012-29 95 04,1945-12-02,True
Wayne,Walker,Jones Stravenue 468,New Carloschester,18422,Danmark,DK,19920828-2589,+45,708-549-9494,1992-08-28,True
Rasmus,Larsson,Gengatan 82,Piteå,42991,Sverige,SE,19430427-9533,+46,08-354 97 96,1943-04-27,True
Dylan,Velez,Smith Forks 5987,Port Marychester,68529,Danmark,DK,19480910-1379,+46,+1-775-950-1096,1948-09-10,True
Karen,Mathisen,Haugenvollen 40A,Halvorsen,2833,Norge,NO,19460929-0592,+47,48217109,1946-09-29,True
Elsa,Andersson,Stationsgatan 61,Örnsköldsvik,13476,Sverige,SE,19790409-3624,+46,+46 (0)8 522 760 72,1979-04-09,True
Elisabeth,Andersson,Stationsvägen 25,Eskilstuna,38787,Sverige,SE,19740501-6170,+46,+46 (0)28 96 26 95,1974-05-01,True
Karl,Mathisen,Moehaugen 2,Isaksen,4310,Norge,NO,19650706-4711,+47,+47 37 94 70 95,1965-07-06,True
Jonas,Gustafsson,Stortorget 48,Ängelholm,43409,Sverige,SE,19941115-1550,+46,+46 (0)891 340 78,1994-11-15,True
Linda,Bernard,Anthony Mall 9205,Glenton,90026,Danmark,DK,19570303-8083,+45,001-404-832-7553x775,1957-03-03,True
Patrik,Andersson,Idrottsgatan 1,Lidingö,24568,Sverige,SE,19640504-6091,+46,008-647 01 92,1964-05-04,True
Daniel,Hansson,Gengränd 2,Södertälje,89227,Sverige,SE,19460407-2429,+46,+46 (0)8 146 205 91,1946-04-07,True
Elisabet,Jonasson,Villatorget 58,Göteborg,64165,Sverige,SE,19700930-3197,+46,051-088 08 38,1970-09-30,True
Kåre,Ali,Evensenlia 00,Gerdhamn,0867,Norge,NO,19540706-4701,+47,37067599,1954-07-06,True
Krister,Pettersson,Skoltorget 5,Trelleborg,58434,Sverige,SE,19760817-5193,+46,08-39 78 04,1976-08-17,True
Leif,Johansson,Gengatan 82,Piteå,92002,Sverige,SE,19731223-6349,+46,08-257 853 81,1973-12-23,True
Gary,Gentry,Lang Point 7124,South Jennifertown,09377,Danmark,DK,19870605-4552,+45,(512)729-1650,1987-06-05,True
Alexander,Strand,Bøekollen 10,Kristoffersen,4560,Norge,NO,19461017-0577,+47,75 07 94 66,1946-10-17,True
Sara,Svensson,Idrottsvägen 555,Piteå,96660,Sverige,SE,19411109-0923,+46,+46 (0)15 83 80 67,1941-11-09,True
Charles,Marks,David Route 0333,Lake Donaldview,08715,Danmark,DK,19911130-3388,+45,261.999.9952x496,1991-11-30,True
Roger,Gustavsson,Trädgårdsgränd 39,Helsingborg,47990,Sverige,SE,19551022-7414,+46,0528-39 71 57,1955-10-22,True
Marius,Moe,Pettersenrøa 20,Jansund,8164,Norge,NO,19830316-5552,+47,484 08 376,1983-03-16,True
Lars,Andersson,Ektorget 5,Jönköping,62165,Sverige,SE,19580720-0190,+46,08-16 69 27,1958-07-20,True
Susanne,Andersson,Industristigen 94,Trollhättan,52909,Sverige,SE,19801127-7213,+46,0800-557 51,1980-11-27,True
